Year,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Data,4.695854477,4.575586823,5.035173193,5.323428297,5.141420444,5.093540607,4.977456102,4.872308964,4.982433613,4.886248212,4.846310561,4.69591926,4.55438387,4.42445966,4.263718713,4.079899817,3.972314654,3.846396539,3.778301451,3.760972687,3.734713401,3.708068326,3.723045479,3.594337915,3.568344446,3.531215355,3.517319707,3.487620853,3.396131238,3.346343037,3.305441491,3.124411705,3.038036929,2.969372609,2.915505957,2.861437383,2.813551671,2.771374134,2.736058606,2.709089188,2.718464969,2.680647869,2.653746839,2.630037249,2.62139879,2.603156106,2.5952791,2.594270285,2.593599908,2.579761505,2.554581739,2.534060066,2.549643099,2.514248426,2.506578481,2.477909572,2.4811556,2.459272238,2.397407425,2.360608718,2.299666176,2.273163352
